dataset,arm,question_id,n_slots,n_joins,n_operator_edges,structural_hops,structural_nodes,trace_depth,branching_factor,topology_full,topology_join,operator_connects_components,max_join_degree,max_full_degree,em,f1,retrieval_calls,llm_calls,documents_accessed,latency_ms,budget_exceeded,status
2wikimultihop,chain,702c4fee0baf11ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4,1,7,5,35376.999211996794,0,ok
2wikimultihop,chain,702d1ce40baf11ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,4,5,18694.411925019696,0,ok
2wikimultihop,chain,7032bda20baf11ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,5,5,18472.47829397954,0,ok
2wikimultihop,chain,70348e460bd911eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,28,15,116169.71714913473,0,ok
2wikimultihop,chain,703bb4500bd911eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,42,20,187859.71923901234,0,ok
2wikimultihop,chain,70486e5808d111ebbd95ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,7,5,25993.808092014864,0,ok
2wikimultihop,chain,704c7d820bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,23,15,83578.2121560825,0,ok
2wikimultihop,chain,705c177608f111ebbda8ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.3636363636363636,1,4,5,28719.650278966874,0,ok
2wikimultihop,chain,706a0131089011ebbd72ac1f6bf848b6,4,2,1,3,4,0,1.5,chain,join_disconnected,1,1,2,0.0,0.0,0,0,0,0.0,0,failed
2wikimultihop,chain,707e518c093311ebbdaeac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.7499999999999999,1,13,5,50354.7812740989,0,ok
2wikimultihop,chain,707ea9680bde11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,5,5,27478.753276897594,0,ok
2wikimultihop,chain,709cfbb60bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,31,15,145578.57993014716,0,ok
2wikimultihop,chain,709e3c7e0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,33,20,149828.07966904715,0,ok
2wikimultihop,chain,70a6d78e085311ebbd59ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,4,5,18117.04613501951,0,ok
2wikimultihop,chain,70afc4120bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,28,15,93837.73923589196,0,ok
2wikimultihop,chain,70b3001308ac11ebbd83ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,7,5,37461.3268130878,0,ok
2wikimultihop,chain,70ca60dd085b11ebbd5cac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,4,5,28402.518919031136,0,ok
2wikimultihop,chain,70d4ae460baf11ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.7142857142857143,4,33,20,151574.70866691228,0,ok
2wikimultihop,chain,70d73f1a0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,18,15,84846.59124901798,0,ok
2wikimultihop,chain,70df5f5308f411ebbdaaac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,3,5,19322.790089970455,0,ok
2wikimultihop,chain,70ec660c0bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,18,15,102958.72095597349,0,ok
2wikimultihop,chain,70ef2e500bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,19,15,103671.29986097291,0,ok
2wikimultihop,chain,70f295e60bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,20,15,100472.86802195944,0,ok
2wikimultihop,chain,70f54a060bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,27,20,122570.04258802906,0,ok
2wikimultihop,chain,70f721c308e811ebbda6ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.3076923076923077,1,11,5,53770.60235301126,0,ok
2wikimultihop,chain,710d0e740bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.08108108108108109,4,31,20,140958.11867789738,0,ok
2wikimultihop,chain,7116378a0bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,3,18,15,74312.10552394949,0,ok
2wikimultihop,chain,711cc23a088011ebbd6cac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,12,5,53304.32505605556,0,ok
2wikimultihop,chain,7127ac380bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,28,20,144165.7695198888,0,ok
2wikimultihop,chain,7142e91a08bc11ebbd88ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.33333333333333337,1,9,5,42562.15617997944,0,ok
2wikimultihop,chain,714be735088c11ebbd6fac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,30611.302513977513,0,ok
2wikimultihop,chain,714fb29a088e11ebbd70ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,9,5,33899.912740994245,0,ok
2wikimultihop,chain,71577d0c0bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.023255813953488372,4,28,20,134057.3936108239,0,ok
2wikimultihop,chain,7159cb420bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,23,15,93839.88879207894,0,ok
2wikimultihop,chain,717b91d20bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.15384615384615385,4,35,20,152595.86151598208,0,ok
2wikimultihop,chain,718d2c440bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,17,15,93940.14052500948,0,ok
2wikimultihop,chain,71a137c6084a11ebbd56ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,16717.241063043475,0,ok
2wikimultihop,chain,71a367700bde11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,9,5,27961.356350978836,0,ok
2wikimultihop,chain,71b9a39a0bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,41,20,173816.90717272647,0,ok
2wikimultihop,chain,71cf03c20bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,26,20,120194.67207186483,0,ok
2wikimultihop,chain,71d367cc0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,29,15,125920.76429008879,0,ok
2wikimultihop,chain,71e186ce0bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,23,15,107197.93018910848,0,ok
2wikimultihop,chain,71ec1d80087811ebbd67ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.3333333333333333,1,17,5,57429.46045702696,0,ok
2wikimultihop,chain,71f393820baf11ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,7,5,33890.64267109055,0,ok
2wikimultihop,chain,71fa574f086711ebbd5eac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,11,5,53071.768483879045,0,ok
2wikimultihop,chain,71faa03c087b11ebbd68ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,9,5,34897.04102107324,0,ok
2wikimultihop,chain,721b6ab708ac11ebbd83ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,33748.98153011501,0,ok
2wikimultihop,chain,7227051908b311ebbd86ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,14,5,57525.9762810301,0,ok
2wikimultihop,chain,72486f1e0bb011ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,19514.666155997664,0,ok
2wikimultihop,chain,7249c8260bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,15,15,76445.06119498797,0,ok
2wikimultihop,chain,7259372a0bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,4,33,20,148494.8311661426,0,ok
2wikimultihop,chain,725dc29a0bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,3,42,15,172905.25953000598,0,ok
2wikimultihop,chain,726d5adc08b211ebbd85ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,13,5,59255.1457470702,0,ok
2wikimultihop,chain,72a501e40baf11ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,16,20,81895.58853385784,0,ok
2wikimultihop,chain,72b0f4e308b511ebbd88ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,22146.95216596313,0,ok
2wikimultihop,chain,72bc6cfc0bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,13,15,61379.110572135076,0,ok
2wikimultihop,chain,72ef81bf08db11ebbd9cac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,11610.878832990304,0,ok
2wikimultihop,chain,73028b7c0bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,22,20,112999.57178084645,0,ok
2wikimultihop,chain,7349f16a08c411ebbd8eac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.01886792452830189,1,10,5,48321.62771101296,0,ok
2wikimultihop,chain,734d9f0408a111ebbd79ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.42857142857142855,1,5,4,24114.579480989836,0,ok
2wikimultihop,chain,736011f2086f11ebbd62ac1f6bf848b6,4,2,1,3,4,0,1.5,chain,join_disconnected,1,1,2,0.0,0.0,0,0,0,0.0,0,failed
2wikimultihop,chain,73755d740bd911eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,9,5,30374.348806042224,0,ok
2wikimultihop,chain,738e59f5091111ebbdadac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,13,5,60405.51237005275,0,ok
2wikimultihop,chain,73a0b6f80bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,19,12,105380.04183297232,0,ok
2wikimultihop,chain,73ab605a0bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,16,15,71168.24118384719,0,ok
2wikimultihop,chain,73ac161c0bb011ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,3,5,15161.198330959305,0,ok
2wikimultihop,chain,73c0065c0bda11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,22526.213230040856,0,ok
2wikimultihop,chain,73c308520bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,20,15,88464.5223570466,0,ok
2wikimultihop,chain,73c3ac30089211ebbd73ac1f6bf848b6,4,2,1,3,4,0,1.5,chain,join_disconnected,1,1,2,0.0,0.0,0,0,0,0.0,0,failed
2wikimultihop,chain,73edf4d6088311ebbd6dac1f6bf848b6,4,2,1,3,4,0,1.5,chain,join_disconnected,1,1,2,0.0,0.0,0,0,0,0.0,0,failed
2wikimultihop,chain,740fc7720bdb11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,32,15,111832.27481303085,0,ok
2wikimultihop,chain,7412a35808e211ebbda4ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,16,5,60310.90847126581,0,ok
2wikimultihop,chain,7416106b090f11ebbdadac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,14,5,43111.83315302152,0,ok
2wikimultihop,chain,7436640e0bdb11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,13,5,49519.280673060566,0,ok
2wikimultihop,chain,745bed0a08ac11ebbd83ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.1904761904761905,1,16,5,64769.731315951794,0,ok
2wikimultihop,chain,7470af90089511ebbd75ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,31944.484347047284,0,ok
2wikimultihop,chain,748446060bdb11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,54,20,198193.32354315557,0,ok
2wikimultihop,chain,7486fee80bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,3,34,15,130564.29413701966,0,ok
2wikimultihop,chain,7491d4db08c311ebbd8dac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,19,5,81275.73368809093,0,ok
2wikimultihop,chain,74b134420bd911eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,13,15,62718.07319497131,0,ok
2wikimultihop,chain,74b171780bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5,4,36,20,173755.8541051643,0,ok
2wikimultihop,chain,74b634c40bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,29,15,152745.98023723625,0,ok
2wikimultihop,chain,74c55a3c0baf11ebab90acde48001122,3,2,0,2,3,3,1.333,chain,chain,0,2,2,1.0,1.0,5,62,25,227223.1371211717,0,ok
2wikimultihop,chain,74c6f7200baf11ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,5,5,26173.272424004972,0,ok
2wikimultihop,chain,74cdf3ac0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,19,15,93232.97130906954,0,ok
2wikimultihop,chain,74d3e7e60bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.33333333333333337,3,23,15,104835.0268651247,0,ok
2wikimultihop,chain,74df4c060bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,18,15,85854.34852396324,0,ok
2wikimultihop,chain,74e1c5da0bde11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,6,5,22218.494169970974,0,ok
2wikimultihop,chain,74f39a760bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,14,15,73011.20612197742,0,ok
2wikimultihop,chain,750737d6084911ebbd55ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,32523.179381998256,0,ok
2wikimultihop,chain,751428fe0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,6,42,30,173043.4465700779,0,ok
2wikimultihop,chain,7517b852086e11ebbd62ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,4,5,24500.830010022968,0,ok
2wikimultihop,chain,75191a4e0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,14,15,72382.67498500831,0,ok
2wikimultihop,chain,751b77b8087711ebbd67ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,11,5,50457.3471790934,0,ok
2wikimultihop,chain,753f68d40bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.33333333333333337,3,45,15,169180.36856416147,0,ok
2wikimultihop,chain,7546111e0bdb11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,4,68,20,327404.0618147785,0,ok
2wikimultihop,chain,75612cee0bde11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,10,5,41696.73390406743,0,ok
2wikimultihop,chain,7574702a08b811ebbd88ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,22957.380803037435,0,ok
2wikimultihop,chain,75990ae60bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,26,15,102861.64263515547,0,ok
2wikimultihop,chain,75ad4b6b08c311ebbd8dac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,4,5,29369.519478967413,0,ok
2wikimultihop,chain,75af4f140bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,18,15,91814.85642704554,0,ok
2wikimultihop,chain,75b9df07089611ebbd76ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,14,5,71765.31045010872,0,ok
2wikimultihop,chain,75fbf09a08c711ebbd91ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,6,5,29770.230623001233,0,ok
2wikimultihop,chain,75fd9bea0bdb11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,20,15,80885.03108322062,0,ok
2wikimultihop,chain,75fdd6e808d211ebbd96ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,9,5,38736.073786074296,0,ok
2wikimultihop,chain,7620e1b00bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,21,20,107098.57787912898,0,ok
2wikimultihop,chain,764039340bde11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,4,5,15112.018193993717,0,ok
2wikimultihop,chain,764446780bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,4,23,20,107167.61978308856,0,ok
2wikimultihop,chain,76526054085b11ebbd5cac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,36018.60250303522,0,ok
2wikimultihop,chain,7661362a0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,16,15,51457.65959291719,0,ok
2wikimultihop,chain,76708e6a08b211ebbd85ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,7,5,32593.203241007403,0,ok
2wikimultihop,chain,76876db80bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,24,15,118542.9725649897,0,ok
2wikimultihop,chain,768adc94088411ebbd6dac1f6bf848b6,4,2,1,3,4,0,1.5,chain,join_disconnected,1,1,2,0.0,0.0,0,0,0,0.0,0,failed
2wikimultihop,chain,769106c40bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,43,20,212340.24744000752,0,ok
2wikimultihop,chain,769873ee0bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,49,20,205632.33364294842,0,ok
2wikimultihop,chain,76acdaa20bda11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,19,15,94606.84594994597,0,ok
2wikimultihop,chain,76b1ab3e088a11ebbd6fac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,6,5,19272.711549963802,0,ok
2wikimultihop,chain,76b367b4088311ebbd6dac1f6bf848b6,4,2,1,3,4,0,1.5,chain,join_disconnected,1,1,2,0.0,0.0,0,0,0,0.0,0,failed
2wikimultihop,chain,76bb403e0bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,37,14,159309.1861260049,0,ok
2wikimultihop,chain,76bb71320bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.4,4,34,20,146979.50656095892,0,ok
2wikimultihop,chain,76d3ccb20bde11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,42,20,164059.51661185082,0,ok
2wikimultihop,chain,76e271360bde11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,20666.551831042394,0,ok
2wikimultihop,chain,77119398087411ebbd67ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,10,5,29546.524328071624,0,ok
2wikimultihop,chain,7727c58e0bb011ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6,1,7,5,33687.892800055444,0,ok
2wikimultihop,chain,772a0b280bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,50,17,186252.3028129069,0,ok
2wikimultihop,chain,773088680bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5555555555555556,6,62,30,262666.7395690158,0,ok
2wikimultihop,chain,7747dafa08d011ebbd95ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,15,5,62969.04037499614,0,ok
2wikimultihop,chain,774f0d8d094f11ebbdaeac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,15238.511065026745,0,ok
2wikimultihop,chain,7796ad6b088f11ebbd72ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,11116.822887033224,0,ok
2wikimultihop,chain,77bed13208b711ebbd88ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,33907.65279007517,0,ok
2wikimultihop,chain,77bf469e0bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,15,15,72789.6845980119,0,ok
2wikimultihop,chain,77ccf6e40bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,26,15,106092.79856014438,0,ok
2wikimultihop,chain,77da5fc80bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,3,28,15,101588.21682093013,0,ok
2wikimultihop,chain,77ddd5fe0bb011ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,5,5,24082.344207992777,0,ok
2wikimultihop,chain,77e657d80bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,31,20,144645.29428889044,0,ok
2wikimultihop,chain,77ebb3b80bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,20,20,88021.69484991767,0,ok
2wikimultihop,chain,77ebef920bdb11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,7,5,32320.9884310551,0,ok
2wikimultihop,chain,77f3d9300bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,6,61,30,263285.4727390334,0,ok
2wikimultihop,chain,77f41ab20bb011ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8571428571428571,1,7,5,34947.53394700959,0,ok
2wikimultihop,chain,77fb88d80bb011ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4,1,12,5,61183.85026016086,0,ok
2wikimultihop,chain,77fc0df80bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8571428571428571,3,8,15,45959.29003902897,0,ok
2wikimultihop,chain,77fc4f840bb011ebab90acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5714285714285715,3,42,15,145581.57816303894,0,ok
2wikimultihop,chain,77fd1ca20bb011ebab90acde48001122,3,2,0,2,3,3,1.333,chain,chain,0,2,2,0.0,0.5,4,13,20,48078.80786012672,0,ok
2wikimultihop,chain,78045f580bdd11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,29,15,119165.12806616258,0,ok
2wikimultihop,chain,78107ec8097611ebbdb0ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,9,5,33675.48576798104,0,ok
2wikimultihop,chain,781cfa6c0bd911eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,3,28,14,111550.14636416733,0,ok
2wikimultihop,chain,78249bea0bda11eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,11826.188704000786,0,ok
2wikimultihop,chain,782ef49108a711ebbd7fac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,6,5,25734.791289029643,0,ok
2wikimultihop,chain,783ed2cc08b111ebbd85ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,20162.308689022437,0,ok
2wikimultihop,chain,78447b580bdb11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,31,15,123249.60931503214,0,ok
2wikimultihop,chain,78468d8c0bd911eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,35,15,132679.56925600488,0,ok
2wikimultihop,chain,786844020bdb11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,22,15,100379.74132299982,0,ok
2wikimultihop,chain,787f51ac097311ebbdb0ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,12,5,42571.63988007512,0,ok
2wikimultihop,chain,7885ef99090011ebbdadac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,33091.6370220352,0,ok
2wikimultihop,chain,7888c2760baf11ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.22222222222222224,1,7,5,29751.632463965565,0,ok
2wikimultihop,chain,788976e40baf11ebab90acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,9,5,29184.579647034407,0,ok
2wikimultihop,chain,788a5a8808b611ebbd88ac1f6bf848b6,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,8,5,39782.570972990245,0,ok
2wikimultihop,chain,78b10fb00bdc11eba7f7acde48001122,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,25,15,115354.14907791838,0,ok
2wikimultihop,chain,78ba517c0bd911eba7f7acde48001122,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,12,5,44362.722372055054,0,ok
